Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
0.2941176470588235,0,0.15454545454545454,0.04166666666666663,-0.5,0.5,-0.5
0.11764705882352955,0,0.11818181818181817,0.08333333333333337,-0.5,0.5,-0.5
0.26470588235294124,-0.041666666666666685,0.19090909090909092,0.08333333333333337,-0.5,0.5,-0.5
-0.14705882352941174,-0.3750000000000001,0.027272727272727226,0,-0.5,0.5,-0.5
0.1470588235294118,-0.1666666666666668,0.13636363636363624,0.08333333333333337,-0.5,0.5,-0.5
-0.08823529411764702,-0.1666666666666668,0.11818181818181817,0,-0.5,0.5,-0.5
0.08823529411764697,0.04166666666666652,0.15454545454545454,0.125,-0.5,0.5,-0.5
0.17647058823529405,-0.1250000000000001,0.13636363636363624,0,-0.5,0.5,-0.5
-0.23529411764705876,-0.20833333333333331,0.009090909090909038,0.04166666666666663,-0.5,0.5,-0.5
-0.2941176470588235,-0.5,-0.06363636363636366,-0.125,-0.5,0.5,-0.5
0,-0.41666666666666663,0.027272727272727226,-0.125,-0.5,0.5,-0.5
0.02941176470588225,-0.1250000000000001,0.15454545454545454,0.04166666666666663,-0.5,0.5,-0.5
-0.1176470588235295,-0.08333333333333337,0.11818181818181817,0.08333333333333337,-0.5,0.5,-0.5
-0.058823529411764774,-0.20833333333333331,0.045454545454545414,-0.125,-0.5,0.5,-0.5
-0.1176470588235295,-0.2916666666666667,0.009090909090909038,-0.08333333333333331,-0.5,0.5,-0.5
-0.02941176470588225,0,0.17272727272727273,0.20833333333333337,-0.5,0.5,-0.5
0.08823529411764697,-0.2916666666666667,0.19090909090909092,0.08333333333333337,-0.5,0.5,-0.5
0.02941176470588225,-0.1666666666666668,0.15454545454545454,-0.041666666666666685,-0.5,0.5,-0.5
0.11764705882352955,-0.1250000000000001,0.08181818181818179,0,-0.5,0.5,-0.5
0.17647058823529405,-0.08333333333333337,0.10000000000000009,0.04166666666666663,-0.5,0.5,-0.5
0.23529411764705876,-0.1666666666666668,0.17272727272727273,0.04166666666666663,-0.5,0.5,-0.5
0.20588235294117652,-0.08333333333333337,0.2090909090909091,0.16666666666666663,-0.5,0.5,-0.5
0,-0.1250000000000001,0.11818181818181817,0.08333333333333337,-0.5,0.5,-0.5
-0.08823529411764702,-0.25,-0.06363636363636366,-0.125,-0.5,0.5,-0.5
-0.14705882352941174,-0.33333333333333337,-0.027272727272727282,-0.125,-0.5,0.5,-0.5
-0.058823529411764774,-0.20833333333333331,0.009090909090909038,-0.041666666666666685,-0.5,0.5,-0.5
0,-0.20833333333333331,0.22727272727272718,0.125,-0.5,0.5,-0.5
-0.176470588235294,-0.08333333333333337,0.11818181818181817,0.08333333333333337,-0.5,0.5,-0.5
0,0.08333333333333326,0.11818181818181817,0.125,-0.5,0.5,-0.5
0.20588235294117652,-0.041666666666666685,0.15454545454545454,0.08333333333333337,-0.5,0.5,-0.5
0.08823529411764697,-0.3750000000000001,0.10000000000000009,0,-0.5,0.5,-0.5
-0.1176470588235295,-0.08333333333333337,0.045454545454545414,0,-0.5,0.5,-0.5
-0.14705882352941174,-0.2916666666666667,0.027272727272727226,0,-0.5,0.5,-0.5
-0.14705882352941174,-0.25,0.10000000000000009,-0.041666666666666685,-0.5,0.5,-0.5
0.02941176470588225,-0.08333333333333337,0.13636363636363624,0.04166666666666663,-0.5,0.5,-0.5
-0.2941176470588235,-0.3750000000000001,-0.10000000000000003,-0.125,-0.5,0.5,-0.5
-0.1176470588235295,-0.20833333333333331,0.0636363636363636,0,-0.5,0.5,-0.5
-0.08823529411764702,-0.08333333333333337,0.0636363636363636,-0.041666666666666685,-0.5,0.5,-0.5
-0.08823529411764702,-0.1250000000000001,0.0636363636363636,0,-0.5,0.5,-0.5
0.05882352941176472,-0.1250000000000001,0.08181818181818179,0,-0.5,0.5,-0.5
-0.08823529411764702,-0.1666666666666668,0.045454545454545414,0,-0.5,0.5,-0.5
0.08823529411764697,0.04166666666666652,0.390909090909091,0.5,-0.5,-0.5,0.5
0.32352941176470573,-0.08333333333333337,0.3727272727272729,0.33333333333333337,-0.5,-0.5,0.5
0.1470588235294118,-0.08333333333333337,0.3545454545454544,0.3750000000000001,-0.5,-0.5,0.5
0.47058823529411753,-0.08333333333333337,0.5,0.33333333333333337,-0.5,-0.5,0.5
-0.32352941176470573,-0.2916666666666667,0.11818181818181817,0.16666666666666663,-0.5,-0.5,0.5
0.38235294117647045,-0.1250000000000001,0.4454545454545453,0.20833333333333337,-0.5,-0.5,0.5
0.3529411764705882,0.16666666666666663,0.40909090909090906,0.5,-0.5,-0.5,0.5
0.1470588235294118,0,0.22727272727272718,0.29166666666666663,-0.5,-0.5,0.5
0.23529411764705876,-0.08333333333333337,0.30000000000000004,0.33333333333333337,-0.5,-0.5,0.5
-0.08823529411764702,-0.2916666666666667,0.2090909090909091,0.29166666666666663,-0.5,-0.5,0.5
-0.058823529411764774,-0.1666666666666668,0.22727272727272718,0.45833333333333326,-0.5,-0.5,0.5
0.11764705882352955,0,0.26363636363636356,0.41666666666666663,-0.5,-0.5,0.5
0,-0.41666666666666663,0.2090909090909091,0.08333333333333337,-0.5,-0.5,0.5
0.26470588235294124,0,0.3363636363636363,0.41666666666666663,-0.5,-0.5,0.5
0.08823529411764697,-0.20833333333333331,0.19090909090909092,0.20833333333333337,-0.5,-0.5,0.5
0.20588235294117652,0.04166666666666652,0.3363636363636363,0.33333333333333337,-0.5,-0.5,0.5
0.3529411764705882,0,0.390909090909091,0.20833333333333337,-0.5,-0.5,0.5
0.05882352941176472,-0.1666666666666668,0.17272727272727273,0.20833333333333337,-0.5,-0.5,0.5
0.02941176470588225,-0.08333333333333337,0.19090909090909092,0.20833333333333337,-0.5,-0.5,0.5
0.11764705882352955,-0.1666666666666668,0.31818181818181823,0.33333333333333337,-0.5,-0.5,0.5
0.3529411764705882,-0.08333333333333337,0.3545454545454544,0.125,-0.5,-0.5,0.5
0.41176470588235303,-0.1666666666666668,0.40909090909090906,0.25,-0.5,-0.5,0.5
0.11764705882352955,-0.1666666666666668,0.31818181818181823,0.3750000000000001,-0.5,-0.5,0.5
0.08823529411764697,-0.1666666666666668,0.22727272727272718,0.08333333333333337,-0.5,-0.5,0.5
0.02941176470588225,-0.25,0.31818181818181823,0.04166666666666663,-0.5,-0.5,0.5
0.5,-0.08333333333333337,0.40909090909090906,0.41666666666666663,-0.5,-0.5,0.5
0.11764705882352955,-0.041666666666666685,0.30000000000000004,0.20833333333333337,-0.5,-0.5,0.5
0,-0.08333333333333337,0.17272727272727273,0.20833333333333337,-0.5,-0.5,0.5
0.20588235294117652,-0.041666666666666685,0.31818181818181823,0.45833333333333326,-0.5,-0.5,0.5
0.26470588235294124,-0.041666666666666685,0.22727272727272718,0.41666666666666663,-0.5,-0.5,0.5
-0.058823529411764774,-0.20833333333333331,0.22727272727272718,0.25,-0.5,-0.5,0.5
0.23529411764705876,0,0.3727272727272729,0.41666666666666663,-0.5,-0.5,0.5
0.20588235294117652,0.04166666666666652,0.3363636363636363,0.5,-0.5,-0.5,0.5
0.20588235294117652,-0.08333333333333337,0.24545454545454537,0.41666666666666663,-0.5,-0.5,0.5
0.1470588235294118,-0.08333333333333337,0.24545454545454537,0.29166666666666663,-0.5,-0.5,0.5
0.05882352941176472,0.08333333333333326,0.28181818181818197,0.41666666666666663,-0.5,-0.5,0.5
-0.02941176470588225,-0.08333333333333337,0.22727272727272718,0.20833333333333337,-0.5,-0.5,0.5
